,Odběratel,ID,IČO,Datum uzavření smlouvy,Cena_bez_dph,Cena_s_dph,Předmět smlouvy,zboží,ID verze,Dodavatel
194,"Dům seniorů Kdyně, příspěvková organizace",23808023,75007746,22.08.2023,,"57 547,10 CZK","Prostěradla, overaly","[{'název': 'Prostěradlo', 'množství': 100, 'cena bez DPH': None, 'cena s DPH': 502.462}, {'název': 'Overal', 'množství': 4, 'cena bez DPH': None, 'cena s DPH': 1825.225}]",25503631,Apos Brno
195,"Sociální centrum Kraje Vysočina, příspěvková organizace",23790471,75002779,10.08.2023,,,Rámcová kupní smlouva,"[{'název': None, 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}]",25485255,Apos Brno
196,"Krajská zdravotní, a.s.",23768651,25488627,17.08.2023,,"133 898,00 CZK",5600067177 - APOS BRNO,"[{'název': 'Fixační pás na lůžko - břišní, vel. L', 'množství': 10, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Fixační set na lůžko - fixace kotníků', 'množství': 15, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Fixační set na lůžko - fixace rukou', 'množství': 10, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Magnetický klobouček černý SF1204', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}]",25462535,Apos Brno
197,"Domovy sociálních služeb Litvínov, příspěvková organizace",23722367,49872541,10.08.2023,"209 593,20 CZK","253 607,77 CZK","dodávka obálkových prostěradel, ochrany oděvů a matrací","[{'název': 'Podložka na křesla Sonoma 43x61 cm', 'množství': 36, 'cena bez DPH': 198.4, 'cena s DPH': None}, {'název': 'Matrace Passive Basic - Rozměr: 90x200x12 cm', 'množství': 25, 'cena bez DPH': 3138.7, 'cena s DPH': None}, {'název': 'Podložka CHAMONIX 85x90 - Provedení: se záhyby', 'množství': 10, 'cena bez DPH': 848.2, 'cena s DPH': None}, {'název': 'Podložka FUSION/DERMACARE 90x90 - Provedení: se záhyby', 'množství': 10, 'cena bez DPH': 701.8, 'cena s DPH': None}, {'název': 'Polyesterový pytel se šňůrou a pojistkou - barva: červená', 'množství': 18, 'cena bez DPH': 365.4, 'cena s DPH': None}, {'název': 'Polyesterový pytel se šňůrou a pojistkou - barva: zelená', 'množství': 8, 'cena bez DPH': 365.4, 'cena s DPH': None}, {'název': 'Polyesterový pytel se šňůrou a pojistkou - barva: žlutá', 'množství': 12, 'cena bez DPH': 365.4, 'cena s DPH': None}, {'název': 'Oboustranný potah na zip 200x90 - Rozměr potahu: 200x90x14', 'množství': 25, 'cena bez DPH': 1548.8, 'cena s DPH': None}]",25413923,Apos Brno
198,"Domov Duha, příspěvková organizace",23709943,48804886,08.08.2023,"142 366,90 CZK","172 264,00 CZK",Plněné polštáře a prošívané deky,"[{'název': 'plněný polštář LUXUS COMFORT', 'množství': 100, 'cena bez DPH': 610.03, 'cena s DPH': None}, {'název': 'prošívaná deka LUXUS', 'množství': 100, 'cena bez DPH': 813.64, 'cena s DPH': None}]",25400983,Apos Brno
199,Sociální služby Česká Třebová,23673471,70933341,04.08.2023,"67 431,41 CZK","81 592,00 CZK",Zažehlovací lis na značení prádla,"[{'název': 'zažehlovací lis RS 100 Nr', 'množství': 1, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'tiskárna EPSON LO630', 'množství': 1, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'role se štítky 2x41x17', 'množství': 2, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'páska do tiskárny s voděodolnou barvou', 'množství': 1, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'SW pro potisk štítků APOS LabelPrint', 'množství': 1, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'držák rolí', 'množství': 1, 'cena bez DPH': None, 'cena s DPH': None}]",25362779,Apos Brno
200,Sdružení ozdravoven a léčeben okresu Trutnov,23631703,195201,27.07.2023,"159 676,02 CZK","193 208,00 CZK",Povlečení RÚ Hostinné,"[{'název': 'elastické prostěradlo obálkového střihu - šedé', 'množství': 150, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'bavlněné povlečení - Indián bílý (1+1)', 'množství': 200, 'cena bez DPH': None, 'cena s DPH': None}]",25319159,Apos Brno
201,"Nemocnice České Budějovice, a.s.",23607383,26068877,26.07.2023,,"122 537,18 CZK",Objednávka spotřebního materiálu,"[{'název': 'Prostěradlo elastické obálka, žlutá', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Prostěradlo elastické obálka, meruňková', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Prostěradlo elastické obálka, zelená', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}]",25293367,Apos Brno
202,"Sociální služby města Kroměříže, příspěvková organizace",23610039,71193430,28.07.2023,"62 831,47 CZK","76 026,00 CZK",Objednávka 6x role štítku s 2 barevným logem bez možnosti dotisku pro SSKM,"[{'název': 'role štítků s 2 barevným logem bez možnosti dotisku', 'množství': 6, 'cena bez DPH': None, 'cena s DPH': None}]",25296175,Apos Brno
203,Domov V Podzámčí,23564307,64809234,21.06.2023,,"168 623,00 CZK",Požární signalizace,"[{'název': None, 'množství': None, 'cena bez DPH': None, 'cena s dph': None}]",25247983,Apos Brno
204,"Podkrušnohorské domovy sociálních služeb Dubí - Teplice, příspěvková organizace",23450095,63787849,14.07.2023,"133 704,00 CZK","161 781,84 CZK",Objednávka - evakuační podložky,"[{'název': 'evakuační podložky SKI SHEET 3 N', 'množství': 72, 'cena bez DPH': 1857.0, 'cena s dph': None}]",25128883,Apos Brno
205,"Dům seniorů Františkov, Liberec, příspěvková organizace",23297519,10808108,28.06.2023,,"71 435,00 CZK",Objednávka zažehlovacího lisu pro označení klientských oděvů,"[{'název': 'Zažehlovací lis RS 100Nr', 'množství': None, 'cena bez DPH': None, 'cena s dph': None}, {'název': 'Páska se štítky', 'množství': None, 'cena bez DPH': None, 'cena s dph': None}, {'název': 'Páska do tiskárny EPSON LO 630', 'množství': None, 'cena bez DPH': None, 'cena s dph': None}, {'název': 'SW pro tisk štítků APOS LabelPrint', 'množství': None, 'cena bez DPH': None, 'cena s dph': None}, {'název': 'Držák rolí', 'množství': None, 'cena bez DPH': None, 'cena s dph': None}, {'název': 'Tiskárna EPSON LO 630', 'množství': None, 'cena bez DPH': None, 'cena s dph': None}]",24964731,Apos Brno
206,"Diagnostický ústav pro mládež, Praha 2, Lublaňská 33",23195879,49625357,20.06.2023,,"88 234,00 CZK",Dodávka zažehlovacího systému pro označování prádla,"[{'název': 'Zažehlovací lis RS 100', 'množství': 1, 'cena bez DPH': 3871250, 'cena s DPH': 4684213}, {'název': 'páska se štítky 2x41x17 bílá', 'množství': None, 'cena bez DPH': 919200, 'cena s DPH': 1112232}, {'název': 'páska do tiskárny Epson LO 630', 'množství': 1, 'cena bez DPH': 939, 'cena s DPH': 1136.19}, {'název': 'sw pro polisk štítků APOS LabelPrint', 'množství': 1, 'cena bez DPH': 3980, 'cena s DPH': 4815.8}, {'název': 'držák rolí nerez DR 100', 'množství': 1, 'cena bez DPH': 190750, 'cena s DPH': 230808}, {'název': 'tiskárna EPSON LO 630', 'množství': 1, 'cena bez DPH': 10986, 'cena s DPH': 13293.06}, {'název': 'instalace systému', 'množství': None, 'cena bez DPH': 1780, 'cena s DPH': 2153.8}, {'název': 'jízdné technika', 'množství': None, 'cena bez DPH': 542400, 'cena s DPH': 6563.04}]",24857943,Apos Brno
207,"Domov a Centrum aktivity, příspěvková organizace",23156079,71220097,14.06.2023,,"84 743,00 CZK",Objednávka č. 19/2023 - zažehlovací lis,"[{'název': 'Zažehlovací lis RS 100 Nr', 'množství': 1, 'cena bez DPH': None, 'cena s dph': 39660.02}, {'název': 'páska se štítky', 'množství': 2, 'cena bez DPH': None, 'cena s dph': 18382.32}, {'název': 'páska do tiskárny Epson', 'množství': 1, 'cena bez DPH': None, 'cena s dph': 1136.19}, {'název': 'sw pro tisk štítků', 'množství': 1, 'cena bez DPH': None, 'cena s dph': 6754.22}, {'název': 'držák rolí', 'množství': 1, 'cena bez DPH': None, 'cena s dph': 4461.88}, {'název': 'tiskárna Epson', 'množství': 1, 'cena bez DPH': None, 'cena s dph': 14348.18}]",24815847,Apos Brno
208,"Sociální služby města Třince, příspěvková organizace",23118339,600954,27.04.2023,"59 124,00 CZK",,Objednávka lůžkovin a fixačních pásů,"[{'název': 'Elastické prostěradlo obálkového střihu, barva krémová', 'množství': 20, 'cena bez DPH': 411.0, 'cena s DPH': None}, {'název': 'Fixační pás pětibodový', 'množství': 6, 'cena bez DPH': 1397.0, 'cena s DPH': None}, {'název': 'Fixační pás břišní s upínáním v rozkroku', 'množství': 6, 'cena bez DPH': 922.0, 'cena s DPH': None}]",24776575,Apos Brno
209,"Domov pro seniory Lukov, příspěvková organizace",23050247,70850941,07.06.2023,,"63 369,00 CZK",Kupní smlouva,"[{'název': 'plátěná podložka do lůžka 150/170 cm', 'množství': 200, 'cena bez DPH': 35356.5, 'cena s DPH': 42781.37}, {'název': 'páska se štítky 2x41x17', 'množství': 4, 'cena bez DPH': 16545.6, 'cena s DPH': 20020.18}, {'název': 'zásilkové výdaje', 'množství': 4, 'cena bez DPH': 469.22, 'cena s DPH': 567.76}]",24705335,Apos Brno
210,"Sociální služby Chomutov, příspěvková organizace",23021311,46789944,17.05.2023,"57 886,00 CZK",,Objednávka č. 209/2023,[],24675015,Apos Brno
211,Centrum sociálních služeb Praha 2,22998527,70880841,01.06.2023,,"90 426,00 CZK",Zažehlovací lis a tiskárna štítků vč. příslušenství,"[{'název': 'zažehlovací lis RS 100', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'tiskárna EPSON LO 630', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'software pro tisk štítků', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'textilní páska s logem firmy 84x42 mm', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}]",24651295,Apos Brno
212,Sociální služby města Pardubic,22793903,75090970,10.05.2023,"59 359,44 CZK",,Objednávka bavlněného povlečení - DPS U Kostelíčka,"[{'název': 'bavlněné povlečení s potiskem 200x140/70x90---balení-povlak na polštář a na přikrývku', 'množství': None, 'cena bez DPH': None, 'cena s dph': None}, {'název': 'Zásilkové výdaje', 'množství': 1, 'cena bez DPH': 124.79, 'cena s dph': 151.0}]",24435915,Apos Brno
213,"Domov pro seniory Lukov, příspěvková organizace",22760157,70850941,12.05.2023,,"74 460,00 CZK",Kupní smlouva - chrániče oděvů,"[{'název': 'chrániče oděvu', 'množství': 200, 'cena bez DPH': None, 'cena s DPH': 74460}]",24400321,Apos Brno
214,"Sociální služby Vyškov, příspěvková organizace",22698877,226556,03.05.2023,"126 027,00 CZK",,smlouva dodání materiálu,"[{'název': 'Elastické prostěradlo obálkového střihu, žluté', 'množství': 20, 'cena bez DPH': 497.3, 'cena s DPH': None}, {'název': 'Elastické prostěradlo obálkového střihu, krémové', 'množství': 30, 'cena bez DPH': 497.3, 'cena s DPH': None}, {'název': 'SMART elastické napínací prostěradlo, zelené', 'množství': 100, 'cena bez DPH': 497.3, 'cena s DPH': None}]",24335689,Apos Brno
215,"Domov pro seniory Strážnice, příspěvková organizace",22631745,47375604,27.04.2023,"27 573,00 CZK","33 364,00 CZK",Dodávka lůžkovin a kalhot pro terapii,"[{'název': 'Kalhoty pro terapii velikost L', 'množství': 1, 'cena bez DPH': 1332, 'cena s DPH': 1611.8}, {'název': 'Kalhoty pro terapii velikost XL', 'množství': 1, 'cena bez DPH': 1332, 'cena s DPH': 1611.8}]",24265181,Apos Brno
216,"Domov pro seniory Jesenec, příspěvková organizace",22616769,71197702,27.04.2023,,"76 577,00 CZK",Objednávka zažehlovacího lisu s příslušenstvím,"[{'název': 'Zažehlovací lis RS 100 Nr', 'množství': 1, 'cena bez DPH': None, 'cena s DPH': 38448.96}, {'název': 'Páska se štítky 2x41x17', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Páska do tiskárny Epson LO 630', 'množství': 1, 'cena bez DPH': None, 'cena s DPH': 5561.16}, {'název': 'SW pro potisk štítků APOS LabelPrint', 'množství': 1, 'cena bez DPH': None, 'cena s DPH': 1136.19}, {'název': 'Držák roli', 'množství': 1, 'cena bez DPH': None, 'cena s DPH': 2308.08}, {'název': 'Tiskárna EPSON LO 630', 'množství': 1, 'cena bez DPH': None, 'cena s DPH': 13293.06}, {'název': 'Instalace systému', 'množství': None, 'cena bez DPH': None, 'cena s DPH': 2153.8}, {'název': 'Jízdné technik', 'množství': None, 'cena bez DPH': None, 'cena s DPH': 3291.2}]",24249577,Apos Brno
217,Sociální služby města Pardubic,22621189,75090970,26.04.2023,"78 900,00 CZK",,Objednávka - elastická prostěradla pro zdrav.úsek - DpS U Kostelíčka,"[{'název': 'Zásilkové výdaje', 'množství': 6, 'cena bez DPH': 748.76, 'cena s dph': 906.0}]",24254145,Apos Brno
218,"Domov pro seniory Hustopeče, příspěvková organizace",22294893,14120097,03.06.2022,"180 851,28 CZK","218 830,00 CZK",objednávka - ložní prádlo,"[{'název': 'ložního prádla na pokoje klientů', 'množství': None, 'cena bez DPH': None, 'cena s dph': None}]",23911421,Apos Brno
219,Domovy Na Třešňovce,22144657,71193952,02.03.2023,"72 262,85 CZK","87 438,00 CZK",Nákup lůžkovin,"[{'název': 'krepové povlečení Herta růžová, nitěné knoflíky', 'množství': 70, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Ibišek žlutý, nitěné knoflíky', 'množství': 50, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'elastické prostěradlo obálkového střihu', 'množství': 2, 'cena bez DPH': None, 'cena s DPH': None}]",23754413,Apos Brno
220,"Sociální centrum Kraje Vysočina, příspěvková organizace",22021089,75002779,16.02.2023,"68 523,14 CZK","82 913,00 CZK",Kupní smlouva,"[{'název': 'zažehlovací lis RS 100 Nr', 'množství': 1, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'tiskárna EPSON LO630', 'množství': 1, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'role se štítky 2x41x17', 'množství': 2, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'páska do tiskárny s voděodolnou barvou', 'množství': 1, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'SW pro potisk štítků APOS LabelPrint', 'množství': 1, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'držák rolí', 'množství': 1, 'cena bez DPH': None, 'cena s DPH': None}]",23623917,Apos Brno
221,Domov důchodců Dvůr Králové nad Labem,21779437,194964,08.02.2023,,"115 439,50 CZK",Objednávka podložek a chráničů,"[{'název': 'fixační pás břišní s upínáním v rozkroku', 'množství': 3, 'cena bez DPH': '1 115,6 Kč', 'cena s dph': None}, {'název': 'polohovací podložka DUO+ s absorpční vrstvou', 'množství': 40, 'cena bez DPH': '598,0 Kč', 'cena s dph': None}, {'název': 'napínací kluzné prostěradlo SWIFT', 'množství': 20, 'cena bez DPH': '873,6 Kč', 'cena s dph': None}, {'název': 'podložka SONOMA 85x90 - Provedení : se záhyby', 'množství': 50, 'cena bez DPH': '698,2 Kč', 'cena s dph': None}, {'název': 'podložka EMERIS 75x85 - Provedení : se záhyby', 'množství': 50, 'cena bez DPH': '285,6 Kč', 'cena s dph': None}, {'název': 'chránič oděvu velký 45x90 - Provedení : bez kapsy, vzor potisku : vzor 1v', 'množství': 25, 'cena bez DPH': '411,4 Kč', 'cena s dph': None}]",23369161,Apos Brno
222,Sociální služby města Hořice,21504489,70889961,30.12.2022,,"112 719,00 CZK",Objednávka - dodání pečovatelských pomůcek specifikovaných v objednávce,"[{'název': 'fixační pás', 'množství': 10, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'podložka Chamonix', 'množství': 30, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'chránič oděvů', 'množství': 30, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'páska se štítky', 'množství': 3, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'chránič postranic', 'množství': 10, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'evakuační podložky', 'množství': 20, 'cena bez DPH': None, 'cena s DPH': None}]",23359733,Apos Brno
223,"Nemocnice Jablonec nad Nisou, p.o.",21653737,829838,26.01.2023,"53 529,58 CZK",,Objednávka operačních plášťů.,"[{'název': 'Operační plášť BA/PES zelený', 'množství': 70, 'cena bez DPH': 444, 'cena s dph': None}, {'název': 'Operační plášť BA/PES modrý', 'množství': 50, 'cena bez DPH': 444, 'cena s dph': None}, {'název': 'Doprava', 'množství': 2, 'cena bez DPH': 124.79, 'cena s dph': None}]",23235861,Apos Brno
224,"Domov seniorů Nové Strašecí, poskytovatel sociálních služeb",21614709,71209921,30.12.2022,"81 930,57 CZK","99 136,00 CZK",Dodávka ložního prádla a terapeutických pomůcek,"[{'název': 'elastické prostěradlo zelené MIP SK3400B/G/AB', 'množství': 25, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'elastické prostěradlo meruňkové MIP SK3400B/PE/AE', 'množství': 25, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'podložka Sonoma 85x90 se záhyby MIP 1101/A/BF', 'množství': 50, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'bavlněné povlečení - Klenotnice béžová hotelová kapsa', 'množství': 25, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'bavlněné povlečení - Kvítí na bílém hotelová kapsa', 'množství': 25, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'terapeutická panenka Béďa', 'množství': 1, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'terapeutický kocour Mikeš', 'množství': 1, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'terapeutický kocour Macek', 'množství': 1, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'terapeutická kočka Zrzečka', 'množství': 1, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'terapeutický pes hnědý Flíček', 'množství': 1, 'cena bez DPH': None, 'cena s DPH': None}]",23194813,Apos Brno
225,Nemocnice Slaný,21612841,875295,16.12.2022,"144 710,00 CZK",,objednávka prošívaných přikrývek,"[{'název': 'Prošívaná přikrývka LUXUS', 'množství': 200, 'cena bez DPH': None, 'cena s DPH': 175099}]",23192765,Apos Brno
226,Ústav sociálních služeb města Nové Paky,21598461,60117150,30.12.2022,,,nákup kompenzačních pomůcek,"[{'název': 'fixační pás břišní s upínáním v rozkroku', 'množství': 10, 'cena bez DPH': 922.0, 'cena s DPH': 11156.2}, {'název': 'polohovací podložka SWIFT standard', 'množství': 6, 'cena bez DPH': 686.0, 'cena s DPH': 830.06}, {'název': 'napínací kluzné prostěradlo SWIFT', 'množství': 6, 'cena bez DPH': 722.0, 'cena s DPH': 873.42}, {'název': 'podložka CHAMONIX 85x90 se záhyby', 'množství': 30, 'cena bez DPH': 701.0, 'cena s DPH': 848.21}, {'název': 'elastické prostěradlo obálkového střihu meruňkové', 'množství': 26, 'cena bez DPH': 411.0, 'cena s DPH': 497.31}, {'název': 'zásilkové výdaje', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}]",23177581,Apos Brno
