,Odběratel,ID,IČO,Datum uzavření smlouvy,Cena_bez_dph,Cena_s_dph,Předmět smlouvy,zboží,ID verze,Dodavatel
326,Sociální služby města Pardubic,17614723,75090970,29.12.2021,"89 875,19 CZK",,"objednávka - povlečení, prostěradla, pásky se štítky","[{'název': 'páska se štítky 2x41x17 blá', 'množství': 1, 'cena bez DPH': 4446.0, 'cena s DPH': 5379.66}, {'název': 'přepravní náklady', 'množství': 1, 'cena bez DPH': 721.27, 'cena s DPH': 880.0}]",18950659,Apos Brno
327,Domov pro seniory Elišky Purkyňové,17582191,70875316,31.12.2021,"304 100,00 CZK",,Dodávka zdravotnického materiálu,"[{'název': 'soubor zdravotnického spotřebního materiálu', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}]",18915315,Apos Brno
328,"Domov pro seniory Věstonická, příspěvková organizace",17553927,70887292,14.12.2021,"1 548 479,41 CZK","1 873 660,00 CZK",Kupní smlouva - dodávka a montáž bezdrátové signalizace,"[{'název': 'nástěnná signalizační jednotka s konzolí', 'množství': 20, 'cena bez DPH': 264600, 'cena s DPH': 64033.2}, {'název': 'nástěnná signal. jednotka/WC lanko/kroužek', 'množství': 80, 'cena bez DPH': 238880, 'cena s DPH': 289044.8}, {'název': 'vysílač na pagery', 'množství': 20, 'cena bez DPH': 200416.64, 'cena s DPH': 50413.44}, {'název': 'pager dvouřádkový', 'množství': 35, 'cena bez DPH': 169890, 'cena s DPH': 205566.9}, {'název': 'signalizační tlačítko přenosné náramkové/závěsné', 'množství': 50, 'cena bez DPH': 20475, 'cena s DPH': 24774.75}, {'název': 'Světelný panel s alfanumerickým', 'množství': 50, 'cena bez DPH': 83475, 'cena s DPH': 101004.75}, {'název': 'centrální řídící panel s dotykovou', 'množství': 50, 'cena bez DPH': 211800, 'cena s DPH': 256278}, {'název': 'zesilovač signálu - repeater', 'množství': 50, 'cena bez DPH': 51975, 'cena s DPH': 62889.75}, {'název': 'Montáž, programování a zaškolení', 'množství': None, 'cena bez DPH': 60000, 'cena s DPH': 72600}]",18884991,Apos Brno
329,"Domov Božice, příspěvková organizace",17540119,45671877,22.12.2021,"143 360,40 CZK","173 466,00 CZK",Dodávka povlečení + prostěradel,"[{'název': 'Elastická prostěradla', 'množství': 140, 'cena bez DPH': None, 'cena s dph': None}, {'název': 'Povlečení atlas grádl', 'množství': 50, 'cena bez DPH': None, 'cena s dph': None}, {'název': 'Povlečení krep', 'množství': 100, 'cena bez DPH': None, 'cena s dph': None}, {'název': 'Povlečení bavlna s potiskem', 'množství': 30, 'cena bez DPH': None, 'cena s dph': None}]",18870295,Apos Brno
330,Domov důchodců Humburky,17529179,61222836,21.12.2021,,"133 919,00 CZK",signalizační panel s příslušenstvím,"[{'název': 'Signalizační panel dle nabídky č. VN 21479', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}]",18858415,Apos Brno
331,Domov se zvláštním režimem Krásná Lípa,17523007,70872741,22.12.2021,"91 119,83 CZK","110 255,00 CZK","Objednávka (smlouva) ""Pager 64 kanálový, monitoring Epileptic Pro, tlačítko přenosné s detakcí pádu, Čelakovského 40/13, Krásná Lípa, 407 46"".","[{'název': 'Pager 64 kanálový', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'monitoring Epileptic Pro', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'tlačítko přenosné s detakcí pádu', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}]",18851783,Apos Brno
332,Centrum sociálních služeb Praha 2,17432387,70880841,15.12.2021,,"61 650,00 CZK",Objednávka detektoru pohybu s ovladačem,"[{'název': 'Detektor pohybu s ovladačem', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}]",18755647,Apos Brno
333,"Domov pro seniory Lukov, příspěvková organizace",17416431,70850941,14.12.2021,,"64 050,00 CZK",Objednávka prostěradel,"[{'název': 'prostěradlo elastické obálkového střihu', 'množství': 150, 'cena bez DPH': None, 'cena s dph': 427}]",18738619,Apos Brno
334,Domov pro seniory Vrchlabí,17398635,194891,13.12.2021,,"397 788,00 CZK",dodávka bezdrátové signalizace,"[{'název': 'Signalizace klient - sestra', 'množství': None, 'cena bez DPH': 328750.5, 'cena s DPH': 397788}]",18719699,Apos Brno
335,Domovy Na Třešňovce,17305043,71193952,24.11.2021,,"81 185,00 CZK",Nákup podložek,"[{'název': 'podložky Chamonix 85x90 se záhyby, MIP 2011/F', 'množství': 100, 'cena bez DPH': None, 'cena s DPH': None}]",18621111,Apos Brno
336,Domov důchodců Náchod,17289403,71193987,29.11.2021,"51 700,00 CZK","62 550,00 CZK",Dodání polohovacích podložek a fixačních body,"[{'název': 'Polohovací podložka SWIFT (kód:VTLLP 12)', 'množství': 50, 'cena bez DPH': 578, 'cena s DPH': 699}, {'název': 'Elastické fixační body s krátkým rukávem, zip na zádech (kód:SU 4.695 001) vel. L', 'množství': None, 'cena bez DPH': 760, 'cena s DPH': 920}, {'název': 'Elastické fixační body s krátkým rukávem, zip na zádech (kód:SU 4.695 001) vel. XL', 'množství': None, 'cena bez DPH': 760, 'cena s DPH': 920}]",18604763,Apos Brno
337,"Domov ve Zboží, příspěvková organizace",17291391,60128097,29.11.2021,"300 000,00 CZK","363 000,00 CZK","Kupní smlouva o prodeji zboží - nákup evakuačních podložek, podložek, ochranné pláště, lůžkoviny, štítky na označování prádla a pytle na prádlo","[{'název': 'evakuační podložky', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'podložky', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'ochranné pláště', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'lůžkoviny', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'štítky na označování prádla', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'pytle na prádlo', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}]",18606771,Apos Brno
338,Domov se zvláštním režimem Krásná Lípa,17245823,70872741,22.11.2021,"84 170,25 CZK","101 846,00 CZK","Objednávka (smlouva) ""Prošívané přikrývky LUXUS 1900 DA PŘ LUX v počtu 70 kusů a plněný polštář LUXUS COMFORT 90x70xv počtu 70 kusů, Čelakovského 40/13, Krásná Lípa, 407 46"".","[{'název': 'Prošívané přikrývky LUXUS 1900 DA PŘ LUX', 'množství': 70, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'plněný polštář LUXUS COMFORT 90x70', 'množství': 70, 'cena bez DPH': None, 'cena s DPH': None}]",18558931,Apos Brno
339,"Centrum sociální a ošetřovatelské pomoci v Praze 10, příspěvková organizace",17151399,70873241,10.11.2021,,"77 954,00 CZK","Objednávka na nákup 115 inkontinenčních podložek EMERIS pro Domovy seniorů Vršovický zámeček, U Vršovického nádraží a Zvonková a nákup lůžkovin, ručníků a osušek pro Domov seniorů Vršovický zámeček","[{'název': 'SMART elastické napínací prostěradlo meruňkové', 'množství': 20, 'cena bez DPH': 353, 'cena s DPH': None}, {'název': 'ručník 50x90 šeříková bal. 6 ks', 'množství': 5, 'cena bez DPH': 756, 'cena s DPH': None}, {'název': 'osuška 70x125 šeříková bal. 6 ks', 'množství': 5, 'cena bez DPH': 1350, 'cena s DPH': None}, {'název': 'plněný polštář STANDARD 90x70, 1100 g', 'množství': 18, 'cena bez DPH': 286, 'cena s DPH': None}, {'název': 'prošívaná přikrývka LUXUS 1900 g', 'množství': 20, 'cena bez DPH': 631, 'cena s DPH': None}, {'název': 'zásilkové výdaje', 'množství': 1, 'cena bez DPH': 200, 'cena s DPH': None}]",18459479,Apos Brno
340,Domov důchodců Ústí nad Orlicí,17163847,70857130,22.11.2021,"64 669,39 CZK","78 250,00 CZK",Zažehlovací lis,"[{'název': 'zažehlovací lis GOLDSEAL PLUS 120x90 v.č. W GS-Plus 4x3 SN', 'množství': 1, 'cena bez DPH': 32892.56, 'cena s DPH': 39800.0}, {'název': 'páska se štítky 2x41x17 bílá WPSD1700', 'množství': 1, 'cena bez DPH': 450.0, 'cena s DPH': 5446.21}, {'název': 'páska do tiskárny Epson LO 630 W3100', 'množství': 100, 'cena bez DPH': 195.77, 'cena s DPH': 1446.88}, {'název': 'tiskárna EPSON LO 630 EPSON LO 630 vč', 'množství': 1, 'cena bez DPH': 10986.0, 'cena s DPH': 13293.06}]",18472475,Apos Brno
341,"Domov seniorů Břeclav, příspěvková organizace",17047383,48452734,11.11.2021,"72 029,70 CZK",,"Objednávka - overaly,prostěradla.","[{'název': 'Overal se zipem na zádech, krátký, blankytně modrý XL', 'množství': 5, 'cena bez DPH': 1463.0, 'cena s DPH': None}, {'název': 'elastické prostěradlo obálkového střihu meruňkové', 'množství': 30, 'cena bez DPH': 353.0, 'cena s DPH': None}, {'název': 'elastické prostěradlo obálkového střihu bílé', 'množství': 30, 'cena bez DPH': 353.0, 'cena s DPH': None}, {'název': 'zásilkové výdaje - sleva 50%', 'množství': None, 'cena bez DPH': 410.0, 'cena s DPH': None}]",18350895,Apos Brno
342,KruV - RS (Kraj Vysočina),17033251,70890749,10.11.2021,"62 157,00 CZK","75 209,97 CZK",Kupní smlouva ohledně vybavení denního stacionáře v rámci projektu Transformace Domova Kamélie Křižanov III. - Jihlava Na Kopci.,"[{'název': 'terapeutické max-panenka Jika', 'množství': 100, 'cena bez DPH': 176800, 'cena s DPH': 210348}, {'název': 'geometrické tvary s úchopy', 'množství': None, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'podložka SONOMA 85x30 se záhyby', 'množství': 800, 'cena bez DPH': 4080, 'cena s DPH': 74200}, {'název': 'povlak na polštář DELTA', 'množství': None, 'cena bez DPH': 198, 'cena s DPH': None}, {'název': 'pěnový polštář LUXUS COMFORT', 'množství': 1400, 'cena bez DPH': 9070, 'cena s DPH': 11000}, {'název': ""procvičování vnímání 'Perzi Board'"", 'množství': 100, 'cena bez DPH': 2980000, 'cena s DPH': 3605800}]",18336059,Apos Brno
343,KruV - RS (Kraj Vysočina),17033255,70890749,10.11.2021,"57 836,00 CZK","69 981,56 CZK",Kupní smlouva ohledně vybavení denního stacionáře v rámci projektu Transformace Domova Kamélie Křižanov IV.,"[{'název': 'podložka na křesla Sonoma', 'množství': 2, 'cena bez DPH': 164.0, 'cena s DPH': 198.04}, {'název': 'povlak na polštář DĚLTA', 'množství': 100, 'cena bez DPH': 198.0, 'cena s DPH': 239.58}, {'název': 'prošívaná přikrývka LUXUS', 'množství': 200, 'cena bez DPH': 1202.0, 'cena s DPH': 1454.42}, {'název': 'plněný polštář LUXUS COMFORT 90x70', 'množství': 140, 'cena bez DPH': 2300.0, 'cena s DPH': 2783.0}]",18336063,Apos Brno
344,"Domov seniorů Břeclav, příspěvková organizace",17000031,48452734,05.11.2021,"103 800,00 CZK",,Objednávka - podložka Sonoma,"[{'název': 'podložky Sonoma 85x90', 'množství': 200, 'cena bez DPH': None, 'cena s DPH': None}]",18301075,Apos Brno
345,"Domov pro seniory Lukov, příspěvková organizace",16981103,70850941,05.11.2021,,"112 350,00 CZK",Kupní smlouva na evakuační podložky,"[{'název': 'evakuační podložky ski sheet 3n', 'množství': 50, 'cena bez DPH': None, 'cena s dph': 2247}]",18281259,Apos Brno
346,"Domov pro seniory Lukov, příspěvková organizace",16970947,70850941,04.11.2021,,"112 350,00 CZK",Objednávka evakuačních podložek,"[{'název': 'EVAKUAČNÍ PODLOŽKY SKI SHEET 3N s kovovými přezkami', 'množství': 50, 'cena bez DPH': None, 'cena s DPH': 2247}]",18270655,Apos Brno
347,"Centrum sociálních služeb Staroměstská České Budějovice, příspěvková organizace",16950347,62537890,01.11.2021,"146 400,00 CZK","146 400,00 CZK",334/21/1 - polohovací podložky a prostěradla,"[{'název': 'kluzné prostěradla a podložky', 'množství': 1, 'cena bez DPH': 146400, 'cena s dph': None}]",18248859,Apos Brno
348,"Centrum sociálních služeb Staroměstská České Budějovice, příspěvková organizace",16950427,62537890,01.11.2021,"102 455,00 CZK","102 455,00 CZK","335/21/1 _ pytle na prídlo, košile anděl, polstrování","[{'název': 'pytle na prádlo, dámské a pánské košile anděl a ochrana postranic', 'množství': 1, 'cena bez DPH': None, 'cena s dph': 102455.0}]",18248943,Apos Brno
349,Domov pro seniory Trutnov,16953847,70153906,03.11.2021,,"128 022,00 CZK",Nákup podložek a elastických prostěradel,"[{'název': 'podložka Sonoma 85 x 90 cm se záložkami', 'množství': 120, 'cena bez DPH': None, 'cena s dph': None}, {'název': 'elastické prostěradlo obálkového střihu žluté', 'množství': 120, 'cena bez DPH': None, 'cena s dph': None}]",18252519,Apos Brno
350,"Krajská zdravotní, a.s.",16929879,25488627,02.11.2021,,"98 436,00 CZK",APOS BRNO - 5600059462,"[{'název': 'FIXAČNÍ PÁS NA LŮŽKO - břišní, vel. L', 'množství': 10, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'FIXAČNÍ PÁS NA LŮŽKO s magn.- fix. rukou', 'množství': 10, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'MAGNETICKÝ ZÁMEK Biocare', 'množství': 20, 'cena bez DPH': None, 'cena s DPH': None}]",18226959,Apos Brno
351,Domov u studánky,16932907,854310,01.11.2021,"128 819,01 CZK","155 871,00 CZK","Ložní prádlo, ručníky, oděvy","[{'název': 'páska do tiskárny Epson 300-350', 'množství': 1, 'cena bez DPH': 939.0, 'cena s DPH': 1136.19}, {'název': 'páska se štítky 82x17 bílá', 'množství': 1, 'cena bez DPH': 4446.0, 'cena s DPH': 5379.66}, {'název': 'pánská košile anděl PLUS XL/XXL', 'množství': 2, 'cena bez DPH': 1142.0, 'cena s DPH': 1381.82}, {'název': 'dámská košile anděl PLUS L/XL', 'množství': 1, 'cena bez DPH': 544.0, 'cena s DPH': 658.24}, {'název': 'evakuační podložka SKI SHEET 3N', 'množství': 2, 'cena bez DPH': 3714.0, 'cena s DPH': 4493.94}, {'název': 'ručník 50x90 citronová bal. 6ks', 'množství': 2, 'cena bez DPH': 1512.0, 'cena s DPH': 1829.52}, {'název': 'ručník 50x90 růžový bal. 6 ks', 'množství': 2, 'cena bez DPH': 512.0, 'cena s DPH': 1829.52}, {'název': 'ručník 50x90 vínová bal. 6 ks', 'množství': 2, 'cena bez DPH': 512.0, 'cena s DPH': 1829.52}, {'název': 'ručník 50x90 šeříková bal. 6 ks', 'množství': 2, 'cena bez DPH': 512.0, 'cena s DPH': 1829.52}, {'název': 'ručník 50x90 modrá bal. 6 ks', 'množství': 2, 'cena bez DPH': 512.0, 'cena s DPH': 1829.52}, {'název': 'ručník 50x90 tmavomodrá bal. 6 ks', 'množství': 2, 'cena bez DPH': 512.0, 'cena s DPH': 1829.52}, {'název': 'ručník 50x90 sv.zelená bal. 6ks', 'množství': 2, 'cena bez DPH': 512.0, 'cena s DPH': 1829.52}, {'název': 'ručník 50x90 tm.zelená bal. 6ks', 'množství': 2, 'cena bez DPH': 512.0, 'cena s DPH': 1829.52}, {'název': 'plněný polštář STANDARD 90x70, 1100 g', 'množství': 2, 'cena bez DPH': 572.0, 'cena s DPH': 692.12}, {'název': 'prošívaná přikrývka STANDARD 1900 g', 'množství': 2, 'cena bez DPH': 1104.0, 'cena s DPH': 1335.84}, {'název': 'krepové povlečení, hotelový uzávěr', 'množství': 37, 'cena bez DPH': 17871.0, 'cena s DPH': 21623.91}, {'název': 'krepové povlečení, zip', 'množství': 28, 'cena bez DPH': 13524.0, 'cena s DPH': 16364.04}]",18230139,Apos Brno
352,"Nemocnice Jablonec nad Nisou, p.o.",16911399,829838,22.11.2021,"135 660,00 CZK",,Objednávka ochranných zdravotnických prostředků.,"[{'název': 'Operační kalhoty - zelené (vel.L - 80 ks; XL - 100 k, XXL - 50 ks)', 'množství': 230, 'cena bez DPH': 26600, 'cena s dph': None}, {'název': 'Operační haleny - zelené (vel.L - 80 ks; XL - 100 ks, XXL - 100 ks)', 'množství': 280, 'cena bez DPH': 26600, 'cena s dph': None}]",18207259,Apos Brno
353,Domov na zámku Bystré,16857067,75007932,07.10.2021,"62 305,79 CZK","75 390,00 CZK",Kupní smlouva,"[{'název': 'Pager 8 kanálový', 'množství': 2, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Vysílací modul na pagery tlač. z', 'množství': 10, 'cena bez DPH': None, 'cena s DPH': None}, {'název': 'Tlačítko přenosné', 'množství': 2, 'cena bez DPH': None, 'cena s DPH': None}]",18149759,Apos Brno
354,Domov pod Kuňkou,16843079,71176217,30.09.2021,,"93 000,00 CZK",Objednávka lůžkovin,"[{'název': 'Elastický potah na ochranu matrace', 'množství': 20, 'cena bez DPH': None, 'cena s DPH': 1287.0}, {'název': 'Bavlněné povlečení s potiskem — uzávěr knoflíkový', 'množství': 30, 'cena bez DPH': None, 'cena s DPH': 502.0}, {'název': 'Krepové povlečení — uzávěr knoflíkový', 'množství': 37, 'cena bez DPH': None, 'cena s DPH': 584.0}, {'název': 'Elastické prostěradlo (obálka)', 'množství': 60, 'cena bez DPH': None, 'cena s DPH': 427.0}, {'název': 'Elastické prostěradlo (smart)', 'množství': 7, 'cena bez DPH': None, 'cena s DPH': 427.0}]",18135183,Apos Brno
355,Centrum sociálních služeb Praha 2,16785747,70880841,18.10.2021,,"79 320,00 CZK",Objednávka evakuačních křesel,"[{'název': 'Evakuační křesla', 'množství': None, 'cena bez DPH': None, 'cena s dph': None}]",18074215,Apos Brno
356,"Domov pro seniory Strážnice, příspěvková organizace",16752303,47375604,11.10.2021,,"24 648,00 CZK",Nákup zboží,"[{'název': 'Textilní páska do tiskárny Epson', 'množství': None, 'cena bez DPH': None, 'cena s dph': 1100}]",18039139,Apos Brno
357,"Albertinum, odborný léčebný ústav, Žamberk",16588823,196096,17.09.2021,"53 676,90 CZK","64 949,05 CZK",Dodání nepropustných podložek,"[{'název': 'podložka Chamonix 85x90 se záhyby MIP2011/F', 'množství': 80, 'cena bez DPH': None, 'cena s DPH': None}]",17867203,Apos Brno
358,Domov sociálních služeb Chotělice,16476231,579025,06.09.2021,"68 190,10 CZK","82 510,00 CZK",Předmětem smlouvy je dodávka a montáž signalizačního systému PO v I.NP hlavní budovy,"[{'název': 'Dodávka a montáž bezdrátového signalizačního systému PO', 'množství': None, 'cena bez DPH': None, 'cena s dph': 82510}]",17744571,Apos Brno
359,"Podkrušnohorské domovy sociálních služeb Dubí - Teplice, příspěvková organizace",16440871,63787849,09.09.2021,"116 933,94 CZK","141 490,00 CZK",Objednávka - pratelné podložky,"[{'název': 'pratelné podložky EMERIS se záhyby', 'množství': 500, 'cena bez DPH': '116933.94 Kč', 'cena s dph': '141490 Kč'}]",17704475,Apos Brno
